pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Kas-1	Roda-47	Chr1	800001	850000	0.5361111111111111	180	386	720	4
Belm-12	Roda-47	Chr1	800001	850000	0.4475138121546961	181	324	724	0
Tsu-1	Roda-47	Chr1	800001	850000	0.4834254143646408	181	350	724	0
Kas-1	Roda-47	Chr1	850001	900000	0.6088957055214724	326	794	1304	28
Tsu-1	Belm-12	Chr1	850001	900000	0.6424242424242425	330	848	1320	12
Kas-1	Tsu-1	Chr1	850001	900000	0.2012012012012012	333	268	1332	0
Kas-1	Belm-12	Chr1	850001	900000	0.6348484848484849	330	838	1320	12
Belm-12	Roda-47	Chr1	850001	900000	0.4582043343653251	323	592	1292	40
Tsu-1	Roda-47	Chr1	850001	900000	0.6119631901840491	326	798	1304	28
Kas-1	Belm-12	Chr1	900001	950000	0.5227817745803357	417	872	1668	32
Kas-1	Tsu-1	Chr1	900001	950000	0.1270588235294117	425	216	1700	0
Tsu-1	Belm-12	Chr1	900001	950000	0.5419664268585132	417	904	1668	32
Kas-1	Roda-47	Chr1	900001	950000	0.6590909090909091	418	1102	1672	28
Belm-12	Roda-47	Chr1	900001	950000	0.5792682926829268	410	950	1640	60
Tsu-1	Roda-47	Chr1	900001	950000	0.7117224880382775	418	1190	1672	28
Kas-1	Belm-12	Chr1	950001	1000000	0.5732984293193717	191	438	764	0
Kas-1	Tsu-1	Chr1	950001	1000000	0.3167539267015706	191	242	764	0
Tsu-1	Belm-12	Chr1	950001	1000000	0.4659685863874345	191	356	764	0
Kas-1	Roda-47	Chr1	950001	1000000	0.4633507853403141	191	354	764	0
Belm-12	Roda-47	Chr1	950001	1000000	0.675392670157068	191	516	764	0
Tsu-1	Roda-47	Chr1	950001	1000000	0.5549738219895288	191	424	764	0
Kas-1	Belm-12	Chr1	1000001	1050000	0.4151515151515151	330	548	1320	4
Kas-1	Tsu-1	Chr1	1000001	1050000	0.5242424242424243	330	692	1320	4
Tsu-1	Belm-12	Chr1	1000001	1050000	0.2356495468277945	331	312	1324	0
Kas-1	Roda-47	Chr1	1000001	1050000	0.3562691131498471	327	466	1308	16
Tsu-1	Roda-47	Chr1	1000001	1050000	0.6844512195121951	328	898	1312	12
Belm-12	Roda-47	Chr1	1000001	1050000	0.6326219512195121	328	830	1312	12
Tsu-1	Roda-47	Chr1	1050001	1100000	0.1699164345403899	359	244	1436	0
Belm-12	Roda-47	Chr1	1050001	1100000	0.8802228412256268	359	1264	1436	0
Kas-1	Roda-47	Chr1	1050001	1100000	0.0947075208913649	359	136	1436	0
Tsu-1	Belm-12	Chr1	1050001	1100000	0.8495821727019499	359	1220	1436	0
Kas-1	Belm-12	Chr1	1050001	1100000	0.8635097493036211	359	1240	1436	0
Kas-1	Tsu-1	Chr1	1050001	1100000	0.1699164345403899	359	244	1436	0
Kas-1	Belm-12	Chr1	1100001	1150000	0.5099750623441397	401	818	1604	4
Kas-1	Tsu-1	Chr1	1100001	1150000	0.2723880597014925	402	438	1608	0
Tsu-1	Roda-47	Chr1	1100001	1150000	0.3656716417910448	402	588	1608	0
Belm-12	Roda-47	Chr1	1100001	1150000	0.5860349127182045	401	940	1604	4
Kas-1	Roda-47	Chr1	1100001	1150000	0.349502487562189	402	562	1608	0
Tsu-1	Belm-12	Chr1	1100001	1150000	0.5785536159600998	401	928	1604	4
Kas-1	Roda-47	Chr1	1150001	1200000	0.769041769041769	814	2504	3256	36
Tsu-1	Belm-12	Chr1	1150001	1200000	0.7401719901719902	814	2410	3256	36
Belm-12	Roda-47	Chr1	1150001	1200000	0.1933497536945813	812	628	3248	44
Tsu-1	Roda-47	Chr1	1150001	1200000	0.7129742962056304	817	2330	3268	24
Kas-1	Tsu-1	Chr1	1150001	1200000	0.1439950980392156	816	470	3264	28
Kas-1	Belm-12	Chr1	1150001	1200000	0.7983970406905055	811	2590	3244	48
Kas-1	Tsu-1	Chr1	1200001	1250000	0.5366492146596858	382	820	1528	16
Tsu-1	Roda-47	Chr1	1200001	1250000	0.6088082901554405	386	940	1544	0
Kas-1	Roda-47	Chr1	1200001	1250000	0.2984293193717277	382	456	1528	16
Belm-12	Roda-47	Chr1	1200001	1250000	0.4792746113989637	386	740	1544	0
Tsu-1	Belm-12	Chr1	1200001	1250000	0.5595854922279793	386	864	1544	0
Kas-1	Belm-12	Chr1	1200001	1250000	0.5052356020942408	382	772	1528	16
Kas-1	Belm-12	Chr1	1250001	1300000	0.4339826839826839	462	802	1848	8
Tsu-1	Belm-12	Chr1	1250001	1300000	0.3993506493506493	462	738	1848	8
Kas-1	Roda-47	Chr1	1250001	1300000	0.6321585903083701	454	1148	1816	40
Kas-1	Tsu-1	Chr1	1250001	1300000	0.5443722943722944	462	1006	1848	8
Belm-12	Roda-47	Chr1	1250001	1300000	0.5814977973568282	454	1056	1816	40
Tsu-1	Roda-47	Chr1	1250001	1300000	0.4537444933920704	454	824	1816	40
Kas-1	Tsu-1	Chr1	1300001	1350000	0.5555555555555556	270	600	1080	0
Tsu-1	Roda-47	Chr1	1300001	1350000	0.5037037037037037	270	544	1080	0
Kas-1	Roda-47	Chr1	1300001	1350000	0.5111111111111111	270	552	1080	0
Belm-12	Roda-47	Chr1	1300001	1350000	0.5333333333333333	270	576	1080	0
Tsu-1	Belm-12	Chr1	1300001	1350000	0.2592592592592592	270	280	1080	0
Kas-1	Belm-12	Chr1	1300001	1350000	0.5925925925925926	270	640	1080	0
Belm-12	Roda-47	Chr1	1350001	1400000	0.5133689839572193	187	384	748	0
Kas-1	Tsu-1	Chr1	1350001	1400000	0.4331550802139037	187	324	748	0
Kas-1	Roda-47	Chr1	1350001	1400000	0.3582887700534759	187	268	748	0
Tsu-1	Belm-12	Chr1	1350001	1400000	0.4385026737967914	187	328	748	0
Tsu-1	Roda-47	Chr1	1350001	1400000	0.3850267379679144	187	288	748	0
Kas-1	Belm-12	Chr1	1350001	1400000	0.2406417112299465	187	180	748	0
Kas-1	Tsu-1	Chr1	1400001	1450000	0.6227544910179641	334	832	1336	24
Belm-12	Roda-47	Chr1	1400001	1450000	0.3908554572271386	339	530	1356	4
Kas-1	Belm-12	Chr1	1400001	1450000	0.3686567164179104	335	494	1340	20
Kas-1	Roda-47	Chr1	1400001	1450000	0.1532738095238095	336	206	1344	16
Tsu-1	Belm-12	Chr1	1400001	1450000	0.586053412462908	337	790	1348	12
Tsu-1	Roda-47	Chr1	1400001	1450000	0.6390532544378699	338	864	1352	8
Kas-1	Tsu-1	Chr1	1450001	1500000	0.281767955801105	362	408	1448	0
Kas-1	Belm-12	Chr1	1450001	1500000	0.6077348066298343	362	880	1448	0
Kas-1	Roda-47	Chr1	1450001	1500000	0.1560773480662983	362	226	1448	0
Tsu-1	Belm-12	Chr1	1450001	1500000	0.7375690607734806	362	1068	1448	0
Tsu-1	Roda-47	Chr1	1450001	1500000	0.3411602209944751	362	494	1448	0
Belm-12	Roda-47	Chr1	1450001	1500000	0.5787292817679558	362	838	1448	0
Kas-1	Roda-47	Chr1	1500001	1550000	0.3037383177570093	428	520	1712	140
Tsu-1	Belm-12	Chr1	1500001	1550000	0.2975929978118162	457	544	1828	24
Kas-1	Tsu-1	Chr1	1500001	1550000	0.3443708609271523	453	624	1812	40
Kas-1	Belm-12	Chr1	1500001	1550000	0.289760348583878	459	532	1836	16
Tsu-1	Roda-47	Chr1	1500001	1550000	0.3321596244131455	426	566	1704	148
Belm-12	Roda-47	Chr1	1500001	1550000	0.3680555555555556	432	636	1728	124
Tsu-1	Roda-47	Chr1	1550001	1600000	0.376068376068376	585	880	2340	32
Belm-12	Roda-47	Chr1	1550001	1600000	0.3282051282051282	585	768	2340	32
Tsu-1	Belm-12	Chr1	1550001	1600000	0.1804384485666104	593	428	2372	0
Kas-1	Roda-47	Chr1	1550001	1600000	0.7282051282051282	585	1704	2340	32
Kas-1	Tsu-1	Chr1	1550001	1600000	0.6104553119730185	593	1448	2372	0
Kas-1	Belm-12	Chr1	1550001	1600000	0.4940978077571669	593	1172	2372	0
Kas-1	Tsu-1	Chr1	1600001	1650000	0.4892857142857142	280	548	1120	36
Kas-1	Belm-12	Chr1	1600001	1650000	0.3568840579710144	276	394	1104	52
Belm-12	Roda-47	Chr1	1600001	1650000	0.5072202166064982	277	562	1108	48
Tsu-1	Roda-47	Chr1	1600001	1650000	0.5818505338078291	281	654	1124	32
Kas-1	Roda-47	Chr1	1600001	1650000	0.3402777777777778	288	392	1152	4
Tsu-1	Belm-12	Chr1	1600001	1650000	0.4107806691449814	269	442	1076	80
Kas-1	Roda-47	Chr1	1650001	1700000	0.4964028776978417	278	552	1112	0
Tsu-1	Belm-12	Chr1	1650001	1700000	0.2535971223021582	278	282	1112	0
Kas-1	Tsu-1	Chr1	1650001	1700000	0.5089928057553957	278	566	1112	0
Kas-1	Belm-12	Chr1	1650001	1700000	0.5161870503597122	278	574	1112	0
Tsu-1	Roda-47	Chr1	1650001	1700000	0.5881294964028777	278	654	1112	0
Belm-12	Roda-47	Chr1	1650001	1700000	0.5593525179856115	278	622	1112	0
Kas-1	Tsu-1	Chr1	1700001	1750000	0.5128983308042488	659	1352	2636	60
Kas-1	Belm-12	Chr1	1700001	1750000	0.5359281437125748	668	1432	2672	24
Kas-1	Roda-47	Chr1	1700001	1750000	0.6744011976047904	668	1802	2672	24
Tsu-1	Belm-12	Chr1	1700001	1750000	0.0842105263157894	665	224	2660	36
Tsu-1	Roda-47	Chr1	1700001	1750000	0.281203007518797	665	748	2660	36
Belm-12	Roda-47	Chr1	1700001	1750000	0.2945103857566765	674	794	2696	0
Kas-1	Roda-47	Chr1	1750001	1800000	0.7308781869688386	353	1032	1412	0
Kas-1	Belm-12	Chr1	1750001	1800000	0.8059490084985835	353	1138	1412	0
Tsu-1	Roda-47	Chr1	1750001	1800000	0.1898016997167138	353	268	1412	0
Tsu-1	Belm-12	Chr1	1750001	1800000	0.1232294617563739	353	174	1412	0
Kas-1	Tsu-1	Chr1	1750001	1800000	0.7507082152974505	353	1060	1412	0
Belm-12	Roda-47	Chr1	1750001	1800000	0.1770538243626062	353	250	1412	0
Belm-12	Roda-47	Chr1	1800001	1850000	0.2531645569620253	237	240	948	0
Tsu-1	Roda-47	Chr1	1800001	1850000	0.2851063829787234	235	268	940	8
Tsu-1	Belm-12	Chr1	1800001	1850000	0.2170212765957447	235	204	940	8
Kas-1	Roda-47	Chr1	1800001	1850000	0.2489451476793249	237	236	948	0
Kas-1	Belm-12	Chr1	1800001	1850000	0.2827004219409282	237	268	948	0
Kas-1	Tsu-1	Chr1	1800001	1850000	0.3234042553191489	235	304	940	8
Kas-1	Belm-12	Chr1	1850001	1900000	0.6363636363636364	341	868	1364	48
Kas-1	Tsu-1	Chr1	1850001	1900000	0.5297450424929179	353	748	1412	0
Tsu-1	Belm-12	Chr1	1850001	1900000	0.3313782991202346	341	452	1364	48
Kas-1	Roda-47	Chr1	1850001	1900000	0.4626436781609195	348	644	1392	20
Belm-12	Roda-47	Chr1	1850001	1900000	0.3839285714285714	336	516	1344	68
Tsu-1	Roda-47	Chr1	1850001	1900000	0.3103448275862069	348	432	1392	20
Tsu-1	Belm-12	Chr1	1900001	1950000	0.2768496420047732	419	464	1676	16
Tsu-1	Roda-47	Chr1	1900001	1950000	0.3238770685579196	423	548	1692	0
Belm-12	Roda-47	Chr1	1900001	1950000	0.3723150357995227	419	624	1676	16
Kas-1	Tsu-1	Chr1	1900001	1950000	0.556872037914692	422	940	1688	4
Kas-1	Roda-47	Chr1	1900001	1950000	0.4917061611374407	422	830	1688	4
Kas-1	Belm-12	Chr1	1900001	1950000	0.6339712918660287	418	1060	1672	20
Tsu-1	Belm-12	Chr1	1950001	2000000	0.383289124668435	377	578	1508	0
Tsu-1	Roda-47	Chr1	1950001	2000000	0.3435013262599469	377	518	1508	0
Belm-12	Roda-47	Chr1	1950001	2000000	0.396551724137931	377	598	1508	0
Kas-1	Roda-47	Chr1	1950001	2000000	0.3488063660477453	377	526	1508	0
Kas-1	Tsu-1	Chr1	1950001	2000000	0.2745358090185676	377	414	1508	0
Kas-1	Belm-12	Chr1	1950001	2000000	0.3753315649867374	377	566	1508	0
Tsu-1	Roda-47	Chr1	2000001	2050000	0.2874659400544959	367	422	1468	24
Tsu-1	Belm-12	Chr1	2000001	2050000	0.329700272479564	367	484	1468	24
Kas-1	Tsu-1	Chr1	2000001	2050000	0.5521978021978022	364	804	1456	36
Belm-12	Roda-47	Chr1	2000001	2050000	0.2520107238605898	373	376	1492	0
Kas-1	Roda-47	Chr1	2000001	2050000	0.5081081081081081	370	752	1480	12
Kas-1	Belm-12	Chr1	2000001	2050000	0.5256756756756756	370	778	1480	12
Tsu-1	Belm-12	Chr1	2050001	2100000	0.1657894736842105	380	252	1520	0
Belm-12	Roda-47	Chr1	2050001	2100000	0.1421052631578947	380	216	1520	0
Kas-1	Tsu-1	Chr1	2050001	2100000	0.7710526315789473	380	1172	1520	0
Kas-1	Belm-12	Chr1	2050001	2100000	0.8210526315789474	380	1248	1520	0
Tsu-1	Roda-47	Chr1	2050001	2100000	0.15	380	228	1520	0
Kas-1	Roda-47	Chr1	2050001	2100000	0.7947368421052632	380	1208	1520	0
Kas-1	Tsu-1	Chr1	2100001	2150000	0.6807817589576547	307	836	1228	0
Tsu-1	Belm-12	Chr1	2100001	2150000	0.3859934853420195	307	474	1228	0
Tsu-1	Roda-47	Chr1	2100001	2150000	0.3452768729641693	307	424	1228	0
Belm-12	Roda-47	Chr1	2100001	2150000	0.1840390879478827	307	226	1228	0
Kas-1	Roda-47	Chr1	2100001	2150000	0.4527687296416938	307	556	1228	0
Kas-1	Belm-12	Chr1	2100001	2150000	0.5195439739413681	307	638	1228	0
Kas-1	Belm-12	Chr1	2150001	2200000	0.2347560975609756	328	308	1312	0
Belm-12	Roda-47	Chr1	2150001	2200000	0.6651376146788991	327	870	1308	4
Tsu-1	Roda-47	Chr1	2150001	2200000	0.6284403669724771	327	822	1308	4
Tsu-1	Belm-12	Chr1	2150001	2200000	0.1371951219512195	328	180	1312	0
Kas-1	Tsu-1	Chr1	2150001	2200000	0.1707317073170731	328	224	1312	0
Kas-1	Roda-47	Chr1	2150001	2200000	0.6712538226299695	327	878	1308	4
Kas-1	Belm-12	Chr1	2200001	2250000	0.3620309050772627	453	656	1812	4
Kas-1	Tsu-1	Chr1	2200001	2250000	0.3127753303964757	454	568	1816	0
Tsu-1	Belm-12	Chr1	2200001	2250000	0.3620309050772627	453	656	1812	4
Kas-1	Roda-47	Chr1	2200001	2250000	0.4900662251655629	453	888	1812	4
Tsu-1	Roda-47	Chr1	2200001	2250000	0.5849889624724062	453	1060	1812	4
Belm-12	Roda-47	Chr1	2200001	2250000	0.6327433628318584	452	1144	1808	8
Belm-12	Roda-47	Chr1	2250001	2300000	0.5901639344262295	305	720	1220	0
Tsu-1	Roda-47	Chr1	2250001	2300000	0.5852459016393443	305	714	1220	0
Kas-1	Roda-47	Chr1	2250001	2300000	0.6622950819672131	305	808	1220	0
Tsu-1	Belm-12	Chr1	2250001	2300000	0.0770491803278688	305	94	1220	0
Kas-1	Belm-12	Chr1	2250001	2300000	0.3737704918032787	305	456	1220	0
Kas-1	Tsu-1	Chr1	2250001	2300000	0.3688524590163934	305	450	1220	0
Belm-12	Roda-47	Chr1	2300001	2350000	0.6571994715984147	757	1990	3028	116
Tsu-1	Roda-47	Chr1	2300001	2350000	0.5891677675033025	757	1784	3028	116
Kas-1	Roda-47	Chr1	2300001	2350000	0.6129458388375165	757	1856	3028	116
Tsu-1	Belm-12	Chr1	2300001	2350000	0.3155216284987277	786	992	3144	0
Kas-1	Tsu-1	Chr1	2300001	2350000	0.2538167938931298	786	798	3144	0
Kas-1	Belm-12	Chr1	2300001	2350000	0.27735368956743	786	872	3144	0
Kas-1	Tsu-1	Chr1	2350001	2400000	0.4625292740046838	427	790	1708	0
Kas-1	Belm-12	Chr1	2350001	2400000	0.6591981132075472	424	1118	1696	12
Kas-1	Roda-47	Chr1	2350001	2400000	0.6247058823529412	425	1062	1700	8
Tsu-1	Belm-12	Chr1	2350001	2400000	0.4433962264150943	424	752	1696	12
Belm-12	Roda-47	Chr1	2350001	2400000	0.3104265402843602	422	524	1688	20
Tsu-1	Roda-47	Chr1	2350001	2400000	0.4188235294117647	425	712	1700	8
Tsu-1	Roda-47	Chr1	2400001	2450000	0.5133779264214047	299	614	1196	76
Belm-12	Roda-47	Chr1	2400001	2450000	0.4648829431438127	299	556	1196	76
Kas-1	Belm-12	Chr1	2400001	2450000	0.3519736842105263	304	428	1216	56
Kas-1	Tsu-1	Chr1	2400001	2450000	0.4325657894736842	304	526	1216	56
Kas-1	Roda-47	Chr1	2400001	2450000	0.5052631578947369	285	576	1140	132
Tsu-1	Belm-12	Chr1	2400001	2450000	0.3474842767295597	318	442	1272	0
Kas-1	Belm-12	Chr1	2450001	2500000	0.2255244755244755	286	258	1144	0
Kas-1	Tsu-1	Chr1	2450001	2500000	0.2255244755244755	286	258	1144	0
Belm-12	Roda-47	Chr1	2450001	2500000	0.6666666666666666	285	760	1140	4
Tsu-1	Roda-47	Chr1	2450001	2500000	0.6508771929824562	285	742	1140	4
Kas-1	Roda-47	Chr1	2450001	2500000	0.6929824561403509	285	790	1140	4
Tsu-1	Belm-12	Chr1	2450001	2500000	0.2395104895104895	286	274	1144	0
Kas-1	Belm-12	Chr1	2500001	2550000	0.3486842105263157	304	424	1216	4
Kas-1	Roda-47	Chr1	2500001	2550000	0.7233333333333334	300	868	1200	20
Tsu-1	Belm-12	Chr1	2500001	2550000	0.3125	304	380	1216	4
Tsu-1	Roda-47	Chr1	2500001	2550000	0.6166666666666667	300	740	1200	20
Belm-12	Roda-47	Chr1	2500001	2550000	0.717607973421927	301	864	1204	16
Kas-1	Tsu-1	Chr1	2500001	2550000	0.3663366336633663	303	444	1212	8
Belm-12	Roda-47	Chr1	2550001	2600000	0.6821608040201005	398	1086	1592	0
Tsu-1	Roda-47	Chr1	2550001	2600000	0.6972361809045227	398	1110	1592	0
Tsu-1	Belm-12	Chr1	2550001	2600000	0.207286432160804	398	330	1592	0
Kas-1	Roda-47	Chr1	2550001	2600000	0.6922110552763819	398	1102	1592	0
Kas-1	Belm-12	Chr1	2550001	2600000	0.2613065326633166	398	416	1592	0
Kas-1	Tsu-1	Chr1	2550001	2600000	0.1922110552763819	398	306	1592	0
Kas-1	Tsu-1	Chr1	2600001	2650000	0.5	190	380	760	0
Tsu-1	Roda-47	Chr1	2600001	2650000	0.4736842105263157	190	360	760	0
Kas-1	Belm-12	Chr1	2600001	2650000	0.4421052631578947	190	336	760	0
Tsu-1	Belm-12	Chr1	2600001	2650000	0.3	190	228	760	0
Belm-12	Roda-47	Chr1	2600001	2650000	0.4157894736842105	190	316	760	0
Kas-1	Roda-47	Chr1	2600001	2650000	0.4473684210526316	190	340	760	0
Kas-1	Tsu-1	Chr1	2650001	2700000	0.511990407673861	417	854	1668	20
Kas-1	Belm-12	Chr1	2650001	2700000	0.5118764845605701	421	862	1684	4
Tsu-1	Belm-12	Chr1	2650001	2700000	0.1124401913875598	418	188	1672	16
Tsu-1	Roda-47	Chr1	2650001	2700000	0.5741626794258373	418	960	1672	16
Belm-12	Roda-47	Chr1	2650001	2700000	0.6018957345971564	422	1016	1688	0
Kas-1	Roda-47	Chr1	2650001	2700000	0.2945368171021377	421	496	1684	4
Belm-12	Roda-47	Chr1	2700001	2750000	0.5306748466257669	652	1384	2608	0
Kas-1	Tsu-1	Chr1	2700001	2750000	0.5444785276073619	652	1420	2608	0
